"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF5","WSF5"
"USW00014755","MOUNT WASHINGTON, NH US","2015-11-29","39.59",,"0.02","0.4","0.0",,"20","1",,"  300","64.0"
"USW00014755","MOUNT WASHINGTON, NH US","2015-11-30","31.54",,"0.00","0.0","0.0",,"19","9",,"  290","63.1"
"USW00014755","MOUNT WASHINGTON, NH US","2015-12-01","32.21",,"0.38","0.0","0.0",,"36","18",,"  240","72.0"
"USW00014755","MOUNT WASHINGTON, NH US","2015-12-02","37.13",,"0.65","0.0","0.0",,"41","33",,"  220","62.0"
"USW00014755","MOUNT WASHINGTON, NH US","2015-12-03","43.62",,"0.71","7.9","0.0",,"34","13",,"  300","101.1"
"USW00014755","MOUNT WASHINGTON, NH US","2015-12-04","52.12",,"0.06","0.8","2.0",,"22","13",,"  280","87.9"
"USW00014755","MOUNT WASHINGTON, NH US","2015-12-05","36.01",,"0.00","0.0","2.0",,"37","17",,"  290","72.0"
"USW00014755","MOUNT WASHINGTON, NH US","2015-12-06","34.00",,"0.00","0.0","2.0",,"38","28",,"  290","50.1"
"USW00014755","MOUNT WASHINGTON, NH US","2015-12-07","33.78",,"0.00","0.0","1.2",,"33","22",,"  290","57.9"
"USW00014755","MOUNT WASHINGTON, NH US","2015-12-08","17.00",,"0.00","0.0","1.2",,"32","20",,"  270","32.0"
"USW00014755","MOUNT WASHINGTON, NH US","2015-12-09","29.08",,"0.00","0.0","1.2",,"31","20",,"  220","57.0"
"USW00014755","MOUNT WASHINGTON, NH US","2015-12-10","31.99",,"0.05","0.1","1.2",,"33","24",,"  210","55.9"
"USW00014755","MOUNT WASHINGTON, NH US","2015-12-11","42.28",,"0.00","0.1","0.0",,"33","26",,"  270","80.1"
"USW00014755","MOUNT WASHINGTON, NH US","2015-12-12","55.92",,"0.00","0.0","0.0",,"28","23",,"  260","96.0"
"USW00014755","MOUNT WASHINGTON, NH US","2015-12-13","37.36",,"0.13","0.0","0.0",,"37","21",,"  290","62.0"
"USW00014755","MOUNT WASHINGTON, NH US","2015-12-14","37.36",,"0.38","0.0","0.0",,"41","32",,"  260","66.0"
"USW00014755","MOUNT WASHINGTON, NH US","2015-12-15","58.61",,"1.46","2.2","0.0",,"43","21",,"  290","121.0"
"USW00014755","MOUNT WASHINGTON, NH US","2015-12-16","25.50",,"0.00","0.0","1.2",,"31","18",,"  310","76.1"
"USW00014755","MOUNT WASHINGTON, NH US","2015-12-17","35.12",,"0.30","0.1","1.2",,"37","20",,"  210","63.1"
"USW00014755","MOUNT WASHINGTON, NH US","2015-12-18","31.54",,"0.10","0.4","0.0",,"35","8",,"  280","78.1"
"USW00014755","MOUNT WASHINGTON, NH US","2015-12-19","65.32",,"0.56","6.9","1.2",,"9","1",,"  270","101.1"
"USW00014755","MOUNT WASHINGTON, NH US","2015-12-20","63.75",,"0.13","1.6","3.1",,"22","-4",,"  280","106.0"
"USW00014755","MOUNT WASHINGTON, NH US","2015-12-21","57.94",,"0.06","0.6","3.1",,"31","19",,"  240","98.0"
"USW00014755","MOUNT WASHINGTON, NH US","2015-12-22","42.05",,"0.96","0.5","3.1",,"34","26",,"  280","80.1"
"USW00014755","MOUNT WASHINGTON, NH US","2015-12-23","34.90",,"0.19","0.0","1.2",,"38","30",,"  130","70.9"
"USW00014755","MOUNT WASHINGTON, NH US","2015-12-24","58.38",,"0.32","0.0","0.0",,"46","29",,"  250","106.9"
"USW00014755","MOUNT WASHINGTON, NH US","2015-12-25","53.24",,"0.00","0.0","0.0",,"31","17",,"  280","76.1"
"USW00014755","MOUNT WASHINGTON, NH US","2015-12-26","36.24",,"0.04","0.2","0.0",,"26","13",,"  290","81.0"
"USW00014755","MOUNT WASHINGTON, NH US","2015-12-27","43.40",,"0.73","1.0","0.0",,"32","5",,"  210","81.0"
"USW00014755","MOUNT WASHINGTON, NH US","2015-12-28","42.05",,"0.04","0.5","1.2",,"15","-11",,"  300","104.9"
"USW00014755","MOUNT WASHINGTON, NH US","2015-12-29","30.87",,"0.70","4.4","3.1",,"22","1",,"  140","69.1"
"USW00014755","MOUNT WASHINGTON, NH US","2015-12-30","40.94",,"0.16","0.7","3.9",,"29","17",,"  270","77.0"
"USW00014755","MOUNT WASHINGTON, NH US","2015-12-31","55.03",,"0.19","1.0","5.1",,"25","9",,"  270","87.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-01-01","58.16",,"0.36","4.1","5.1",,"10","3",,"  270","86.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-01-02","58.83",,"0.21","2.3","7.1",,"8","3",,"  280","89.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-01-03","42.50",,"0.16","2.2","7.1",,"13","3",,"  270","69.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-01-04","24.38",,"0.01","0.1","7.9",,"5","-9",,"  360","63.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-01-05","40.26",,"0.00","0.0","7.9",,"9","-7",,"  280","72.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-01-06","56.82",,"0.00","0.0","7.1",,"15","6",,"  270","79.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-01-07","33.33",,"0.00","0.0","7.1",,"26","14",,"  270","59.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-01-08","14.32",,"0.00","0.0","7.1",,"30","21",,"  160","40.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-01-09","27.96",,"0.01","0.1","7.1",,"28","20",,"  220","46.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-01-10","47.20",,"1.40","1.8","7.1",,"35","22",,"  110","100.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-01-11","61.52",,"0.14","1.5","7.9",,"23","-9",,"  260","98.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-01-12","32.21",,"0.43","5.5","9.1",,"9","-9",,"  270","70.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-01-13","63.08",,"0.29","2.7","14.2",,"5","-15",,"  280","115.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-01-14","52.79",,"0.08","1.0","14.2",,"-2","-15",,"  270","80.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-01-15","45.86",,"0.00","0.0","13.0",,"25","-4",,"  260","72.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-01-16","29.75",,"0.51","5.2","14.2",,"25","12",,"  270","57.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-01-17","27.74",,"0.08","1.0","16.1",,"13","1",,"  290","66.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-01-18","44.74",,"0.34","5.4","16.9",,"9","-17",,"  270","91.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-01-19","86.35",,"0.00","0.0","16.1",,"-9","-22",,"  300","127.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-01-20","73.82",,"0.01","0.1","15.0",,"0","-10",,"  290","97.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-01-21","69.57",,"0.00","0.0","15.0",,"-4","-11",,"  310","112.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-01-22","43.62",,"0.00","0.0","15.0",,"12","-11",,"  300","79.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-01-23","25.50",,"0.00","0.0","15.0",,"13","5",,"   80","50.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-01-24","29.75",,"0.01","0.5","15.0",,"17","3",,"  300","42.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-01-25","22.37",,"0.01","0.3","16.1",,"20","3",,"  230","59.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-01-26","64.20",,"0.08","0.4","16.1",,"28","15",,"  230","108.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-01-27","53.24",,"0.18","1.3","16.1",,"16","0",,"  250","89.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-01-28","31.09",,"0.00","0.0","16.1",,"16","3",,"  220","68.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-01-29","24.38",,"0.31","3.7","16.1",,"17","8",,"  320","72.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-01-30","44.96",,"0.18","1.2","16.9",,"20","5",,"  250","83.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-01-31","49.21",,"0.02","0.2","16.1",,"34","17",,"  250","77.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-02-01","72.25",,"0.00","0.0","13.0",,"34","10",,"  240","125.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-02-02","41.38",,"0.00","0.0","13.0",,"17","8",,"  280","72.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-02-03","53.69",,"0.43","2.0","13.0",,"37","13",,"  200","97.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-02-04","47.20",,"0.16","0.0","5.9",,"36","15",,"  250","89.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-02-05","35.34",,"0.19","1.9","5.9",,"20","-3",,"  300","97.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-02-06","53.24",,"0.01","0.5","7.1",,"10","-3",,"  250","79.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-02-07","39.15",,"0.08","0.8","7.9",,"20","8",,"  260","89.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-02-08","29.53",,"0.08","3.2","7.9",,"21","-1",,"   80","66.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-02-09","15.88",,"0.06","1.3","11.0",,"15","4",,"  260","44.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-02-10","32.88",,"0.19","3.3","9.8",,"12","-1",,"  260","51.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-02-11","35.12",,"0.06","1.0","11.8",,"0","-28",,"  290","74.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-02-12","45.63",,"0.00","0.0","11.0",,"-8","-28",,"  280","87.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-02-13","30.42",,"0.03","0.4","11.0",,"-7","-40",,"  260","51.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-02-14","47.65",,"0.00","0.0","11.0",,"-8","-32",,"  290","81.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-02-15","38.25",,"0.48","3.6","11.0",,"15","-9",,"  210","87.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-02-16","59.06",,"1.86","5.1","14.2",,"33","15",,"  140","108.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-02-17","40.26",,"0.01","0.3","11.0",,"16","5",,"  260","83.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-02-18","30.65",,"0.03","0.3","11.0",,"9","-7",,"  260","52.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-02-19","26.62",,"0.12","3.1","11.0",,"18","8",,"  190","87.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-02-20","59.06",,"0.39","3.8","9.8",,"24","8",,"  250","108.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-02-21","59.50",,"0.13","0.9","11.8",,"23","2",,"  270","86.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-02-22","34.67",,"0.00","0.0","11.8",,"6","-2",,"  270","65.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-02-23","25.72",,"0.00","0.2","11.8",,"19","2",,"  250","42.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-02-24","48.99",,"1.12","0.9","11.8",,"42","17",,"  160","104.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-02-25","47.20",,"1.22","2.3","5.9",,"42","8",,"  150","115.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-02-26","61.96",,"0.04","0.5","7.1",,"9","-13",,"  270","95.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-02-27","46.98",,"0.00","0.0","7.1",,"12","-7",,"  260","91.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-02-28","60.84",,"0.00","0.0","5.9",,"30","11",,"  260","94.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-02-29","61.52",,"0.56","3.8","5.9",,"30","11",,"  250","104.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-03-01","58.38",,"0.26","2.9","9.1",,"21","-12",,"  270","118.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-03-02","63.75",,"0.65","5.1","9.1",,"28","-16",,"  280","106.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-03-03","58.83",,"0.00","0.0","9.8",,"-7","-20",,"  280","96.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-03-04","21.47",,"0.00","0.7","9.8",,"7","-7",,"  270","40.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-03-05","20.36",,"0.00","0.0","9.8",,"4","-4",,"  300","38.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-03-06","19.91",,"0.00","0.0","9.8",,"10","-1",,"  260","42.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-03-07","53.46",,"0.27","1.9","9.8",,"22","8",,"  250","87.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-03-08","41.83",,"0.00","0.0","11.0",,"33","20",,"  290","70.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-03-09","63.31",,"0.06","0.0","7.9",,"41","32",,"  250","104.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-03-10","44.96",,"1.01","0.3","3.1",,"39","31",,"  250","104.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-03-11","47.42",,"0.32","1.1","3.1",,"32","11",,"  310","76.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-03-12","55.92",,"0.00","0.0","3.1",,"32","16",,"  280","102.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-03-13","50.11",,"0.00","0.0","3.1",,"31","13",,"  280","108.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-03-14","28.86",,"0.35","1.4","3.1",,"32","15",,"  150","59.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-03-15","31.54",,"0.13","0.2","3.9",,"38","22",,"  140","53.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-03-16","14.54",,"0.34","2.0","3.1",,"37","26",,"  210","38.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-03-17","39.37",,"0.28","2.5","5.1",,"27","18",,"  250","83.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-03-18","55.25",,"0.31","3.6","5.1",,"19","-6",,"  280","82.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-03-19","53.46",,"0.00","0.0","7.1",,"6","-7",,"  290","74.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-03-20","12.30",,"0.00","0.0","5.9",,"21","5",,"   30","36.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-03-21","38.92",,"0.28","3.4","7.1",,"14","1",,"  270","97.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-03-22","61.96",,"0.07","0.8","7.9",,"19","-5",,"  270","103.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-03-23","43.84",,"0.18","1.2","7.9",,"23","10",,"  250","79.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-03-24","34.45",,"0.16","1.4","9.1",,"32","14",,"  220","89.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-03-25","48.99",,"0.48","0.0","9.1",,"38","16",,"  210","99.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-03-26","14.54",,"0.00","0.0","7.1",,"36","22",,"  340","47.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-03-27","17.67",,"0.00","0.0","5.9",,"38","25",,"  190","36.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-03-28","43.40",,"0.93","1.5","5.9",,"37","21",,"  150","87.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-03-29","71.58",,"0.32","2.3","7.1",,"21","6",,"  290","133.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-03-30","43.84",,"0.00","0.0","5.9",,"28","6",,"  300","74.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-03-31","56.15",,"0.07","0.0","5.9",,"41","26",,"  220","94.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-04-01","57.71",,"0.43","0.2","3.1",,"43","21",,"  260","91.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-04-02","38.70",,"0.22","1.3","2.0",,"24","10",,"  260","78.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-04-03","60.84",,"0.14","2.1","3.1",,"10","-12",,"  270","98.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-04-04","35.12",,"0.14","4.7","3.1",,"9","-12",,"  270","82.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-04-05","40.71",,"0.00","0.0","3.9",,"0","-9",,"  270","72.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-04-06","29.53",,"0.21","1.8","3.1",,"17","-4",,"  210","72.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-04-07","45.63",,"1.12","2.3","3.9",,"33","16",,"  130","95.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-04-08","35.79",,"0.40","3.5","3.9",,"25","3",,"  230","57.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-04-09","34.90",,"0.03","0.3","5.9",,"11","-1",,"  270","62.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-04-10","43.17",,"0.00","0.0","5.9",,"12","-4",,"  290","84.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-04-11","43.62",,"0.29","2.0","5.9",,"33","9",,"  220","84.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-04-12","48.99",,"0.50","0.6","5.9",,"35","13",,"  280","84.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-04-13","23.04",,"0.00","0.0","5.9",,"19","9",,"  280","59.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-04-14","10.96",,"0.00","0.0","5.1",,"24","14",,"  340","28.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-04-15","22.59",,"0.00","0.0","5.1",,"27","16",,"   20","38.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-04-16","17.45",,"0.00","0.0","5.1",,"38","22",,"   50","38.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-04-17","22.37",,"0.00","0.0","3.9",,"45","33",,"  290","48.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-04-18","29.53",,"0.56","4.4","3.1",,"42","29",,"  300","57.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-04-19","36.69",,"0.89","4.1","9.1",,"30","15",,"  310","87.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-04-20","28.63",,"0.00","0.0","5.9",,"33","9",,"  320","65.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-04-21","29.53",,"0.00","0.0","5.9",,"42","30",,"  260","51.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-04-22","31.54",,"0.38","0.0","5.1",,"45","38",,"  270","62.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-04-23","32.66",,"0.00","0.0","2.0",,"39","14",,"  310","70.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-04-24","40.49",,"0.00","0.0","2.0",,"22","11",,"  300","74.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-04-25","38.48",,"0.00","0.0","2.0",,"26","13",,"  250","70.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-04-26","29.97",,"0.68","5.7","3.1",,"24","13",,"  310","57.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-04-27","44.52",,"0.00","0.0","3.9",,"19","8",,"  280","78.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-04-28","37.13",,"0.00","0.0","3.9",,"20","5",,"  280","74.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-04-29","20.80",,"0.00","0.0","3.9",,"31","17",,"  270","35.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-04-30","16.11",,"0.00","0.0","3.1",,"37","24",,"  250","34.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-05-01","19.91",,"0.29","1.3","2.0",,"37","19",,"  130","50.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-05-02","23.49",,"0.51","0.5","3.1",,"34","25",,"  130","42.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-05-03","14.09",,"0.00","0.0","3.1",,"38","25",,"  270","38.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-05-04","11.86",,"0.18","0.9","3.1",,"37","25",,"   70","28.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-05-05","23.26",,"0.00","0.0","3.1",,"36","27",,"   40","38.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-05-06","11.18",,"0.02","0.0","2.0",,"48","35",,"  100","38.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-05-07","26.40",,"0.13","0.0","1.2",,"39","34",,"  140","47.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-05-08","46.98",,"0.39","2.8","1.2",,"36","14",,"  280","103.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-05-09","61.96",,"0.01","0.1","1.2",,"19","10",,"  270","91.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-05-10","43.84",,"0.00","0.0","1.2",,"36","17",,"  280","70.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-05-11","37.13",,"0.00","0.0","1.2",,"43","27",,"  280","67.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-05-12","14.32",,"0.00","0.0","0.0",,"55","40",,"  360","40.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-05-13","31.99",,"0.41","0.0","0.0",,"47","38",,"  280","63.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-05-14","26.84",,"0.27","0.0","0.0",,"49","33",,"  280","70.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-05-15","43.17",,"1.05","4.0","1.2",,"36","13",,"  270","104.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-05-16","77.40",,"0.26","1.2","3.1",,"20","10",,"  280","110.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-05-17","51.23",,"0.00","0.2","3.1",,"31","18",,"  280","99.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-05-18","14.54",,"0.00","0.0","3.1",,"40","23",,"  280","42.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-05-19","11.41",,"0.28","2.8","1.2",,"39","31",,"  300","25.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-05-20","19.91",,"0.00","0.0","1.2",,"44","30",,"  300","35.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-05-21","13.65",,"0.00","0.0","0.0",,"51","37",,"  270","25.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-05-22","21.92",,"0.02","0.0","0.0",,"48","37",,"   30","42.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-05-23","17.00",,"0.00","0.0","0.0",,"54","38",,"  350","35.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-05-24","16.11",,"0.06","0.0","0.0",,"47","42",,"   70","40.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-05-25","34.90",,"0.03","0.0","0.0",,"55","43",,"  280","67.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-05-26","26.84",,"0.00","0.0","0.0",,"57","39",,"  280","72.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-05-27","34.00",,"0.02","0.0","0.0",,"59","44",,"  230","55.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-05-28","22.59",,"0.00","0.0","0.0",,"62","53",,"  280","49.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-05-29","22.59",,"0.01","0.0","0.0",,"62","50",,"  240","47.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-05-30","35.12",,"0.06","0.0","0.0",,"57","45",,"  260","63.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-05-31","42.73",,"0.00","0.0","0.0",,"52","40",,"  270","76.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-06-01","12.53",,"0.00","0.0","0.0",,"51","40",,"  300","38.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-06-02","21.92",,"0.00","0.0","0.0",,"52","39",,"  230","50.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-06-03","25.95",,"0.01","0.0","0.0",,"54","44",,"  260","50.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-06-04","16.55",,"0.00","0.0","0.0",,"52","42",,"  300","36.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-06-05","31.09",,"1.52","0.0","0.0",,"49","40",,"  150","74.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-06-06","43.17",,"0.00","0.0","0.0",,"50","41",,"  260","70.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-06-07","26.62",,"0.69","0.0","0.0",,"47","38",,"  270","57.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-06-08","55.92",,"0.33","0.3","0.0",,"40","26",,"  290","89.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-06-09","66.44",,"0.46","1.5","0.0",,"28","24",,"  290","100.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-06-10","34.23",,"0.04","0.0","1.0",,"36","25",,"  300","66.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-06-11","29.53",,"0.16","0.0","0.0",,"46","35",,"  290","70.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-06-12","58.83",,"0.95","3.7","0.0",,"50","26",,"  290","86.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-06-13","58.38",,"1.26","1.4","1.2",,"38","31",,"  330","101.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-06-14","56.59",,"0.15","0.0","1.2",,"42","30",,"  340","93.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-06-15","39.37",,"0.00","0.0","0.0",,"47","38",,"  350","81.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-06-16","22.15",,"0.00","0.0","0.0",,"52","39",,"  340","50.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-06-17","16.55",,"0.00","0.0","0.0",,"52","38",,"  330","38.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-06-18","13.65",,"0.00","0.0","0.0",,"57","42",,"  260","34.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-06-19","21.25",,"0.00","0.0","0.0",,"61","48",,"  260","38.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-06-20","30.20",,"0.00","0.0","0.0",,"64","51",,"  250","65.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-06-21","41.61",,"0.02","0.0","0.0",,"53","39",,"  270","80.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-06-22","31.32",,"0.80","0.0","0.0",,"43","32",,"  280","74.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-06-23","28.63",,"0.12","0.0","0.0",,"46","37",,"  280","55.9"
"USW00014755","MOUNT WASHINGTON, NH US","2016-06-24","21.47",,"0.00","0.0","0.0",,"52","38",,"  300","55.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-06-25","11.41",,"0.00","0.0","0.0",,"60","44",,"  270","25.1"
"USW00014755","MOUNT WASHINGTON, NH US","2016-06-26","8.95",,"0.00","0.0","0.0",,"62","48",,"  210","32.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-06-27","29.75",,"0.02","0.0","0.0",,"59","48",,"  240","57.0"
"USW00014755","MOUNT WASHINGTON, NH US","2016-06-28","14.09",,"0.01","0.0","0.0",,"63","49",,"  270","44.1"
