"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF5","WSF5"
"USW00014755","MOUNT WASHINGTON, NH US","2011-06-08","27.74"," 2356","0.16","0.0","0.0",,"65","49",,"  320","82.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-06-09","42.05"," 0003","0.73","0.0","0.0",,"60","47",,"  270","80.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-06-10","20.80"," 0616","0.01","0.0","0.0",,"50","39",,"  360","61.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-06-11","19.24"," 2356","0.72","0.0","0.0",,"40","33",,"  230","40.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-06-12","19.46"," 1958","0.30","0.0","0.0",,"56","35",,"  270","40.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-06-13","9.40"," 0027","0.60","0.0","0.0",,"44","36",,"  270","34.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-06-14","31.32"," 1933","0.05","0.0","0.0",,"40","30",,"  360","62.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-06-15","26.62"," 0342","0.12","0.0","0.0",,"52","39",,"  360","57.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-06-16","25.95"," 1230","0.00","0.0","0.0",,"60","45",,"  270","42.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-06-17","11.86"," 2237","0.00","0.0","0.0",,"56","47",,"  230","27.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-06-18","28.19"," 2145","0.24","0.0","0.0",,"52","37",,"  320","61.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-06-19","44.29"," 0923","0.00","0.0","0.0",,"44","30",,"  320","74.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-06-20","28.86"," 0445","0.00","0.0","0.0",,"51","36",,"  320","61.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-06-21","21.03"," 1544","0.00","0.0","0.0",,"54","41",,"  270","38.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-06-22","11.86"," 2326","0.09","0.0","0.0",,"57","43",,"  180","38.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-06-23","27.29"," 2249","0.57","0.0","0.0",,"49","41",,"  140","49.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-06-24","27.29"," 0022","0.59","0.0","0.0",,"48","36",,"  140","49.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-06-25","22.59"," 2250","0.03","0.0","0.0",,"50","45",,"  270","40.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-06-26","25.05"," 2336","0.70","0.0","0.0",,"49","45",,"  270","48.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-06-27","16.33"," 0554","0.04","0.0","0.0",,"56","42",,"  320","46.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-06-28","19.91"," 2359","0.02","0.0","0.0",,"53","47",,"  180","40.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-06-29","27.96"," 2359","0.61","0.0","0.0",,"53","42",,"  270","50.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-06-30","50.78"," 0745","0.98","0.0","0.0",,"44","38",,"  320","74.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-07-01","20.58"," 0015","0.02","0.0","0.0",,"47","41",,"  320","51.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-07-02","13.42"," 1849","0.00","0.0","0.0",,"59","43",,"  270","33.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-07-03","20.36"," 2337","0.31","0.0","0.0",,"55","48",,"  270","42.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-07-04","28.86"," 1743","0.00","0.0","0.0",,"58","49",,"  270","51.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-07-05","23.04"," 1427","0.00","0.0","0.0",,"58","47",,"  270","45.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-07-06","34.67"," 1612","0.34","0.0","0.0",,"60","47",,"  270","82.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-07-07","36.24"," 0813","0.32","0.0","0.0",,"50","42",,"  270","65.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-07-08","20.36"," 0349","0.00","0.0","0.0",,"54","44",,"  230","36.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-07-09","38.70"," 1419","0.37","0.0","0.0",,"51","42",,"  320","66.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-07-10","20.36"," 2301","0.00","0.0","0.0",,"59","41",,"  270","38.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-07-11","36.46"," 2357","0.05","0.0","0.0",,"61","49",,"  270","68.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-07-12","38.92"," 2153","0.57","0.0","0.0",,"57","47",,"  320","68.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-07-13","31.54"," 0930","0.02","0.0","0.0",,"51","39",,"  270","61.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-07-14","26.62"," 1914","0.01","0.0","0.0",,"48","37",,"  360","45.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-07-15","17.90"," 0011","0.00","0.0","0.0",,"54","42",,"  360","34.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-07-16","18.57"," 2351","0.00","0.0","0.0",,"61","46",,"  270","38.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-07-17","43.17"," 2238","0.00","0.0","0.0",,"59","49",,"  270","76.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-07-18","42.73"," 0904","0.38","0.0","0.0",,"56","49",,"  270","72.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-07-19","30.42"," 0946","0.00","0.0","0.0",,"53","48",,"  360","55.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-07-20","38.48"," 2357","0.00","0.0","0.0",,"61","48",,"  270","59.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-07-21","55.70"," 1439","0.00","0.0","0.0",,"65","54",,"  270","87.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-07-22","48.32"," 0532","0.00","0.0","0.0",,"65","55",,"  270","82.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-07-23","39.59"," 2346","0.05","0.0","0.0",,"63","50",,"  270","74.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-07-24","24.61"," 0017","0.00","0.0","0.0",,"55","43",,"  320","66.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-07-25","16.78"," 2354","0.47","0.0","0.0",,"48","40",,"  230","47.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-07-26","29.30"," 0002","0.39","0.0","0.0",,"53","42",,"  230","51.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-07-27","33.78"," 0354","0.18","0.0","0.0",,"51","43",,"  320","59.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-07-28","9.84"," 0509","0.00","0.0","0.0",,"61","44",,"  360","25.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-07-29","19.69"," 0614","0.10","0.0","0.0",,"57","50",,"  230","36.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-07-30","38.03"," 0259","0.05","0.0","0.0",,"55","45",,"  320","70.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-07-31","13.65"," 2159","0.00","0.0","0.0",,"59","45",,"  320","42.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-08-01","24.61"," 1849","1.24","0.6","0.0",,"62","48",,"  270","59.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-08-02","29.97"," 1351","0.56","0.0","0.0",,"49","41",,"  360","62.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-08-03","10.51"," 0022","0.00","0.0","0.0",,"54","42",,"  360","33.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-08-04","7.83"," 1834","0.00","0.0","0.0",,"55","45",,"  320","19.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-08-05","14.76"," 2228","0.00","0.0","0.0",,"59","47",,"  270","33.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-08-06","14.32"," 0135","0.00","0.0","0.0",,"64","51",,"  270","40.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-08-07","14.76"," 0449","0.26","0.0","0.0",,"57","51",,"  180","31.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-08-08","21.03"," 0425","0.05","0.0","0.0",,"54","46",,"  320","42.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-08-09","16.11"," 2227","0.05","0.0","0.0",,"57","44",,"  140","59.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-08-10","23.26"," 0302","0.22","0.0","0.0",,"52","45",,"  140","53.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-08-11","32.88"," 2207","0.00","0.0","0.0",,"48","42",,"  270","61.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-08-12","38.25"," 0104","0.00","0.0","0.0",,"47","42",,"  270","59.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-08-13","18.34"," 0157","0.00","0.0","0.0",,"58","45",,"  320","40.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-08-14","16.11"," 1721","0.06","0.0","0.0",,"52","43",,"  180","34.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-08-15","23.04"," 1404","0.88","0.0","0.0",,"48","41",,"  140","47.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-08-16","29.75"," 2235","0.57","0.0","0.0",,"48","43",,"  360","64.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-08-17","24.38"," 0008","0.00","0.0","0.0",,"57","42",,"  320","51.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-08-18","29.08"," 1223","0.00","0.0","0.0",,"57","46",,"  270","51.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-08-19","20.58"," 0105","0.05","0.0","0.0",,"59","49",,"  270","40.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-08-20","13.20"," 1707","0.00","0.0","0.0",,"59","49",,"  270","34.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-08-21","21.70"," 2311","1.25","0.0","0.0",,"60","45",,"  230","68.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-08-22","54.80"," 1201","0.38","0.0","0.0",,"48","37",,"  270","87.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-08-23","40.04"," 0030","0.03","0.0","0.0",,"43","34",,"  270","63.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-08-24","26.84"," 2320","0.00","0.0","0.0",,"54","42",,"  230","64.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-08-25","43.84"," 0425","0.45","0.0","0.0",,"55","47",,"  270","74.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-08-26","26.40"," 0429","0.00","0.0","0.0",,"57","44",,"  270","66.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-08-27","23.71"," 0429","0.00","0.0","0.0",,"56","48",,"  270","49.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-08-28","44.74"," 1414","6.66","0.0","0.0",,"57","40",,"  140","104.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-08-29","47.65"," 0135","0.12","0.0","0.0",,"43","37",,"  270","119.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-08-30","31.54"," 2215","0.00","0.0","0.0",,"47","38",,"  270","50.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-08-31","26.84"," 0510","0.00","0.0","0.0",,"51","43",,"  320","53.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-09-01","11.63"," 0431","0.00","0.0","0.0",,"55","43",,"  270","29.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-09-02","11.41"," 2255","0.00","0.0","0.0",,"59","45",,"  270","32.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-09-03","25.72"," 0821","0.37","0.0","0.0",,"59","51",,"  320","45.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-09-04","30.42"," 1938","0.78","0.0","0.0",,"62","52",,"  270","78.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-09-05","34.00"," 0536","1.99","0.0","0.0",,"55","38",,"  230","70.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-09-06","23.26"," 0044","0.45","0.0","0.0",,"42","37",,"  360","46.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-09-07","21.47"," 0513","0.52","0.0","0.0",,"53","40",,"  140","36.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-09-08","16.78"," 0040","0.26","0.0","0.0",,"57","50",,"  230","31.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-09-09","36.01"," 2126","0.00","0.0","0.0",,"55","39",,"  320","70.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-09-10","29.53"," 0049","0.00","0.0","0.0",,"45","36",,"  320","62.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-09-11","31.76"," 2359","0.00","0.0","0.0",,"47","36",,"  270","61.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-09-12","29.75"," 0220","0.00","0.0","0.0",,"51","43",,"  270","66.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-09-13","31.54"," 2357","0.00","0.0","0.0",,"55","46",,"  270","79.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-09-14","41.61"," 0002","0.19","0.0","0.0",,"51","42",,"  270","83.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-09-15","36.24"," 2315","0.46","0.1","0.0",,"49","25",,"  270","80.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-09-16","54.36"," 0055","0.15","0.8","0.0",,"27","23",,"  320","77.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-09-17","16.55"," 0140","0.00","0.0","1.0",,"37","24",,"  360","49.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-09-18","10.07"," 0935","0.00","0.0","0.0",,"37","29",,"   90","23.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-09-19","13.20"," 2347","0.00","0.0","0.0",,"43","33",,"  230","40.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-09-20","37.80"," 1804","0.02","0.0","0.0",,"44","36",,"  270","59.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-09-21","21.92"," 2058","0.00","0.0","0.0",,"51","36",,"  270","42.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-09-22","22.82"," 0320","0.15","0.0","0.0",,"52","46",,"  230","45.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-09-23","14.09"," 2217","0.03","0.0","0.0",,"56","48",,"  140","40.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-09-24","18.12"," 0245","0.18","0.0","0.0",,"58","52",,"  180","44.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-09-25","33.11"," 1829","0.00","0.0","0.0",,"57","48",,"  320","51.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-09-26","29.30"," 0025","0.00","0.0","0.0",,"55","47",,"  320","47.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-09-27","13.65"," 0527","0.00","0.0","0.0",,"58","47",,"  320","27.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-09-28","17.00"," 1815","0.00","0.0","0.0",,"52","43",,"  230","42.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-09-29","36.24"," 1919","2.39","0.0","0.0",,"49","40",,"  180","68.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-09-30","38.70"," 0447","1.25","0.0","0.0",,"45","36",,"  270","72.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-10-01","21.03"," 2333","0.46","0.0","0.0",,"46","40",,"  140","51.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-10-02","42.05"," 1112","0.75","0.0","0.0",,"48","39",,"   90","79.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-10-03","18.12"," 2129","0.09","0.0","0.0",,"43","35",,"  140","34.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-10-04","26.62"," 1810","0.17","0.0","0.0",,"37","34",,"  360","50.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-10-05","47.87"," 1259","0.11","0.3","0.0",,"35","17",,"  360","83.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-10-06","59.73"," 0711","0.00","0.0","0.0",,"23","15",,"  320","97.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-10-07","41.61"," 0444","0.00","0.0","0.0",,"47","22",,"  320","61.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-10-08","51.90"," 2111","0.00","0.0","0.0",,"53","42",,"  320","78.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-10-09","53.91"," 2354","0.00","0.0","0.0",,"54","44",,"  320","76.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-10-10","54.13"," 0929","0.00","0.0","0.0",,"55","38",,"  320","83.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-10-11","9.62"," 0217","0.00","0.0","0.0",,"53","43",,"  320","19.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-10-12","12.53"," 2120","0.00","0.0","0.0",,"48","39",,"  230","34.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-10-13","21.47"," 1157","0.61","0.0","0.0",,"50","38",,"  140","38.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-10-14","34.00"," 1718","4.38","0.0","0.0",,"50","42",,"  140","66.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-10-15","49.21"," 2158","1.36","1.2","0.0",,"42","26",,"  270","91.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-10-16","57.49"," 0225","0.10","0.6","1.0",,"31","24",,"  270","97.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-10-17","52.12"," 1904","0.32","1.1","2.0",,"31","23",,"  270","79.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-10-18","46.30"," 0015","0.02","0.1","2.0",,"30","27",,"  270","70.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-10-19","36.91"," 2045","0.28","0.0","2.0",,"44","30",,"   90","81.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-10-20","36.46"," 1621","0.62","0.1","0.0",,"50","27",,"  180","74.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-10-21","35.12"," 0017","0.03","0.0","0.0",,"31","27",,"  270","55.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-10-22","22.37"," 2209","0.14","1.2","0.0",,"29","25",,"  270","45.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-10-23","17.67"," 0021","0.00","0.0","1.0",,"34","22",,"  320","38.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-10-24","25.95"," 2352","0.17","0.8","1.0",,"33","24",,"  270","59.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-10-25","56.82"," 0829","0.05","0.5","1.0",,"29","19",,"  270","85.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-10-26","34.90"," 0149","0.06","0.4","1.0",,"25","17",,"  270","77.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-10-27","27.29"," 2330","0.38","3.6","3.0",,"24","9",,"  320","70.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-10-28","50.33"," 0749","0.06","0.7","5.0",,"13","8",,"  320","82.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-10-29","21.70"," 2123","0.71","5.4","5.0",,"16","8",,"   50","53.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-10-30","50.33"," 1528","0.74","4.7","11.0",,"14","12",,"  360","83.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-10-31","27.74"," 0232","0.00","0.0","11.0",,"25","14",,"  320","59.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-11-01","14.54"," 0338","0.00","0.0","11.0",,"26","18",,"  270","30.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-11-02","19.69"," 2359","0.00","0.0","11.0",,"39","24",,"  270","33.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-11-03","40.49"," 1519","0.08","0.6","10.0",,"39","20",,"  270","59.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-11-04","44.74"," 0815","0.06","0.8","10.0",,"20","10",,"  360","70.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-11-05","25.50"," 0003","0.00","0.0","11.0",,"28","11",,"  360","51.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-11-06","39.82"," 1304","0.00","0.0","10.0",,"41","23",,"  270","53.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-11-07","47.65"," 2054","0.00","0.0","10.0",,"41","33",,"  270","80.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-11-08","50.11"," 0108","0.00","0.0","4.0",,"42","28",,"  270","85.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-11-09","31.54"," 2257","0.00","0.0","2.0",,"42","35",,"  180","55.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-11-10","30.20"," 0059","1.02","0.0","0.0",,"42","26",,"  230","63.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-11-11","48.77"," 2243","0.36","2.4","0.0",,"34","8",,"  270","95.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-11-12","61.74"," 0544","0.05","0.4","2.0",,"23","7",,"  270","98.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-11-13","44.29"," 1532","0.00","0.0","2.0",,"36","23",,"  230","80.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-11-14","46.30"," 1129","0.08","0.0","1.0",,"39","33",,"  270","74.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-11-15","52.12"," 0745","0.00","0.0","0.0",,"40","26",,"  270","83.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-11-16","36.91"," 1406","0.53","0.0","0.0",,"35","25",,"  230","59.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-11-17","46.30"," 2134","0.19","1.9","0.0",,"27","10",,"  320","74.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-11-18","50.55"," 1343","0.12","2.0","2.0",,"14","7",,"  270","74.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-11-19","55.70"," 1349","0.00","0.0","2.0",,"32","14",,"  270","81.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-11-20","61.52"," 0951","0.19","0.0","1.0",,"34","19",,"  270","91.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-11-21","30.87"," 0410","0.00","0.0","1.0",,"22","12",,"  270","64.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-11-22","25.50"," 0618","0.01","0.5","0.0",,"25","12",,"  270","44.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-11-23","30.20"," 0559","1.18","9.4","6.0",,"19","12",,"  140","57.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-11-24","46.75"," 1210","0.00","0.0","8.0",,"29","13",,"  320","66.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-11-25","61.29"," 1720","0.00","0.0","6.0",,"39","26",,"  270","91.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-11-26","43.84"," 0138","0.00","0.0","5.0",,"36","25",,"  270","77.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-11-27","36.91"," 2331","0.02","0.0","5.0",,"39","27",,"  230","70.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-11-28","57.94"," 0827","0.02","0.0","3.0",,"39","35",,"  270","87.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-11-29","42.73"," 2301","1.05","0.0","2.0",,"44","38",,"  140","89.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-11-30","44.29"," 0112","1.99","0.6","0.0",,"42","17",,"  140","85.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-12-01","35.34"," 0331","0.00","0.0","0.0",,"24","15",,"  320","61.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-12-02","38.03"," 2318","0.07","0.8","0.0",,"20","11",,"  320","63.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-12-03","25.50"," 0017","0.00","0.0","1.0",,"28","11",,"  320","53.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-12-04","50.33"," 1027","0.00","0.0","1.0",,"37","28",,"  230","72.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-12-05","45.41"," 0304","0.00","0.0","0.0",,"36","30",,"  270","70.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-12-06","41.83"," 0309","0.56","0.0","0.0",,"38","33",,"  230","70.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-12-07","33.11"," 0623","0.52","4.1","0.0",,"34","26",,"  270","53.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-12-08","62.41"," 0820","0.70","5.0","6.0",,"27","5",,"  320","117.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-12-09","49.21"," 0037","0.04","1.0","6.0",,"15","9",,"  270","72.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-12-10","51.00"," 1439","0.12","1.6","7.0",,"15","0",,"  270","70.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-12-11","46.98"," 2032","0.04","0.6","8.0",,"20","-1",,"  270","68.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-12-12","36.01"," 0032","0.00","0.0","8.0",,"31","18",,"  270","63.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-12-13","29.08"," 1623","0.00","0.0","8.0",,"25","18",,"  320","42.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-12-14","25.50"," 2303","0.01","0.2","9.0",,"20","14",,"  270","38.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-12-15","57.04"," 0902","0.60","0.3","9.0",,"35","18",,"  270","100.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-12-16","69.12"," 0940","0.25","1.6","6.0",,"30","9",,"  270","116.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-12-17","29.97"," 0019","0.06","1.3","6.0",,"10","-6",,"  270","65.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-12-18","18.79"," 2336","0.00","0.0","7.0",,"7","-7",,"  270","38.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-12-19","55.70"," 1426","0.04","0.5","7.0",,"24","3",,"  270","87.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-12-20","53.02"," 0746","0.14","1.2","8.0",,"14","-5",,"  320","95.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-12-21","49.21"," 2334","0.70","1.0","7.0",,"35","10",,"  270","76.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-12-22","53.24"," 0338","0.10","0.2","6.0",,"32","15",,"  270","85.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-12-23","42.50"," 1547","0.60","5.6","7.0",,"22","-3",,"  270","85.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-12-24","29.30"," 0006","0.00","0.0","9.0",,"5","-1",,"  320","55.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-12-25","42.95"," 2220","0.13","1.7","9.0",,"15","-3",,"  270","66.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-12-26","49.44"," 1241","0.10","0.9","10.0",,"23","3",,"  320","78.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-12-27","52.12"," 2117","1.96","6.9","9.0",,"32","22",,"  140","99.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-12-28","61.96"," 2105","0.48","1.5","15.0",,"33","-11",,"  270","104.0"
